"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PHL","Philippines","2013","2013",98.81543,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PHL","Philippines","2015","2015",99.26673,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2000","2000",96.7512,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2002","2002",97.9407,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2004","2004",97.5173,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2005","2005",97.64425,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2006","2006",98.10612,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2007","2007",98.19888,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2008","2008",98.40971,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2009","2009",98.67003,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2010","2010",98.37557,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2011","2011",98.41656,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2012","2012",98.72037,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2013","2013",98.52684,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2014","2014",98.92221,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2015","2015",98.87352,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2016","2016",99.02592,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2017","2017",99.0813,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MEX","Mexico","2018","2018",99.24864,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BLR","Belarus","2009","2009",99.82321,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BLR","Belarus","2018","2018",99.85,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JAM","Jamaica","2014","2014",93.86,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHN","China","2000","2000",98.85873,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHN","China","2010","2010",99.64229,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHN","China","2018","2018",99.7836,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HUN","Hungary","2014","2014",99,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","STP","Sao Tome and Principe","2001","2001",95.41546,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","STP","Sao Tome and Principe","2008","2008",80.20316,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","STP","Sao Tome and Principe","2012","2012",96.7384,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","STP","Sao Tome and Principe","2018","2018",97.78255,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MMR","Myanmar","2000","2000",93.47118,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MMR","Myanmar","2016","2016",84.41379,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NAM","Namibia","2001","2001",91.14834,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NAM","Namibia","2007","2007",83.23858,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NAM","Namibia","2011","2011",93.45852,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NAM","Namibia","2018","2018",94.10937,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2001","2001",95.06529,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2006","2006",97.02708,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2008","2008",97.33251,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2010","2010",97.68654,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2016","2016",98.41123,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2017","2017",98.54505,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2018","2018",98.50948,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CRI","Costa Rica","2000","2000",97.19749,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CRI","Costa Rica","2011","2011",99.00768,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CRI","Costa Rica","2018","2018",99.34,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TKM","Turkmenistan","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2010","2010",74.26925,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2014","2014",78.78466,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2015","2015",72.49172,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2001","2001",98.94053,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2005","2005",99.52918,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2007","2007",99.56192,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2009","2009",99.49109,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2011","2011",98.81486,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2018","2018",99.16,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GAB","Gabon","2012","2012",89.42925,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GAB","Gabon","2018","2018",91.44938,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MNE","Montenegro","2003","2003",99.3606,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MNE","Montenegro","2011","2011",99.05261,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MNE","Montenegro","2018","2018",98.97,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2000","2000",37.55735,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2004","2004",41.67312,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2015","2015",38.77242,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2016","2016",30.79161,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BDI","Burundi","2000","2000",76.78002,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BDI","Burundi","2008","2008",66.61451,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BDI","Burundi","2014","2014",85.29008,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BDI","Burundi","2017","2017",91.03415,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KEN","Kenya","2000","2000",93.30952,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KEN","Kenya","2007","2007",83.20542,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KEN","Kenya","2014","2014",86.93869,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KEN","Kenya","2018","2018",87.59,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HTI","Haiti","2003","2003",80.68945,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HTI","Haiti","2006","2006",70.48078,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HTI","Haiti","2016","2016",82.63483,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAC","China, Macao Special Administrative Region","2001","2001",99.63354,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAC","China, Macao Special Administrative Region","2006","2006",99.64424,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAC","China, Macao Special Administrative Region","2011","2011",99.6729,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAC","China, Macao Special Administrative Region","2016","2016",99.79874,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CUB","Cuba","2002","2002",99.95741,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CUB","Cuba","2012","2012",99.85527,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AFG","Afghanistan","2011","2011",32.11322,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AFG","Afghanistan","2018","2018",56.25475,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SVN","Slovenia","2004","2004",99.9,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SVN","Slovenia","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2006","2006",47.37997,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2010","2010",56.37127,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2011","2011",56.31502,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2015","2015",60.52549,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2018","2018",57.83326,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDG","Madagascar","2000","2000",68.18623,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDG","Madagascar","2005","2005",56.47853,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDG","Madagascar","2009","2009",63.96708,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDG","Madagascar","2012","2012",75.30385,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDG","Madagascar","2018","2018",80.67803,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LBY","Libya","2004","2004",99.6,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2006","2006",94.95099,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2007","2007",93.56494,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2008","2008",95.95747,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2009","2009",95.02206,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2010","2010",96.03446,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2011","2011",96.54509,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2013","2013",97.22419,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2015","2015",97.94933,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2016","2016",98.00859,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2017","2017",97.98045,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2018","2018",97.97372,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2000","2000",97.97539,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2005","2005",98.0509,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2010","2010",96.59757,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2013","2013",98.31388,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2015","2015",98.14663,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","THA","Thailand","2018","2018",98.13717,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RUS","Russian Federation","2002","2002",99.67908,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RUS","Russian Federation","2010","2010",99.66278,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RUS","Russian Federation","2018","2018",99.64997,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ETH","Ethiopia","2004","2004",38.5,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ETH","Ethiopia","2005","2005",33.29975,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ETH","Ethiopia","2007","2007",47.04113,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ETH","Ethiopia","2017","2017",71.97251,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TON","Tonga","2006","2006",99.55504,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TON","Tonga","2011","2011",99.51043,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TON","Tonga","2018","2018",99.53978,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COD","Democratic Republic of the Congo","2001","2001",77.98111,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COD","Democratic Republic of the Congo","2007","2007",78.93642,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COD","Democratic Republic of the Congo","2012","2012",91.04756,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COD","Democratic Republic of the Congo","2016","2016",90.96097,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MTQ","Martinique","2004","2004",99.88,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MTQ","Martinique","2014","2014",99.88,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GTM","Guatemala","2002","2002",82.22026,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GTM","Guatemala","2012","2012",93.65347,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GTM","Guatemala","2013","2013",91.85192,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GTM","Guatemala","2014","2014",94.35425,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2003","2003",97.28133,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2008","2008",97.62982,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2010","2010",97.74373,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2014","2014",99.09432,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2015","2015",99.15373,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2016","2016",98.70356,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2017","2017",98.66244,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","OMN","Oman","2018","2018",98.61783,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2005","2005",96.73755,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2006","2006",96.13215,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2008","2008",97.46597,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2012","2012",97.66179,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2013","2013",97.43798,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2014","2014",97.67817,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRN","Iran (Islamic Republic of)","2016","2016",97.92513,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2004","2004",93.40882,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2007","2007",94.78671,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2008","2008",92.9777,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2009","2009",94.42349,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2010","2010",91.09846,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2011","2011",93.70831,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2012","2012",92.03329,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2013","2013",90.30664,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2014","2014",92.68366,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2016","2016",94.80638,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2017","2017",94.0699,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SYC","Seychelles","2002","2002",99.37438,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SYC","Seychelles","2010","2010",99.38308,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SYC","Seychelles","2018","2018",99.6,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","YEM","Yemen","2004","2004",77,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2004","2004",98.41068,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2005","2005",98.37487,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2006","2006",98.19491,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2007","2007",98.419,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2008","2008",98.42687,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2009","2009",98.43472,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2010","2010",98.5172,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2011","2011",98.72434,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2014","2014",98.97285,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2015","2015",98.91534,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2016","2016",99.02527,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2018","2018",99.0696,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2000","2000",99.85337,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2013","2013",99.99993,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2014","2014",99.99997,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2015","2015",99.99996,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2016","2016",99.99993,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2018","2018",99.99993,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2001","2001",26.23006,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2005","2005",52.44952,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2012","2012",48.55718,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2018","2018",51.07,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2000","2000",75.9459,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2010","2010",88.31075,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2018","2018",92.761,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","WSM","Samoa","2011","2011",99.45804,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","WSM","Samoa","2018","2018",99.43575,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2000","2000",55.48371,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2007","2007",47.71239,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2017","2017",56.76072,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COM","Comoros","2000","2000",83.95133,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COM","Comoros","2012","2012",73.81077,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COM","Comoros","2018","2018",78.23941,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2001","2001",96.49345,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2007","2007",98.56422,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2008","2008",98.4752,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2009","2009",98.88309,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2010","2010",98.8541,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2011","2011",98.80532,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2012","2012",98.89454,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2013","2013",98.63248,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2014","2014",99.18693,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2015","2015",98.91229,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2016","2016",99.13692,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2017","2017",99.40242,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2004","2004",93.29502,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2005","2005",93.96016,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2006","2006",94.11954,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2007","2007",94.28914,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2009","2009",96.57019,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2010","2010",97.19733,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2011","2011",97.9363,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2012","2012",98.41265,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2013","2013",98.74206,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2014","2014",98.95092,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2015","2015",99.16708,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2016","2016",99.37155,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2017","2017",99.58643,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SMR","San Marino","2018","2018",100,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2000","2000",92.94364,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2010","2010",94.74849,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2018","2018",96.69525,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LTU","Lithuania","2001","2001",99.66222,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LTU","Lithuania","2011","2011",99.84547,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2000","2000",93.71306,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2004","2004",94.67571,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2013","2013",99.13699,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2017","2017",99.28044,,
