ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2003,12.92,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2004,13.09,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2004,13.13,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2004,13.04,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2005,12.78,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2005,12.79,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2005,12.77,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2006,12.37,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2006,12.48,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2006,12.25,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2007,12.32,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2007,11.87,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2007,12.78,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2008,12.74,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2008,12.74,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2008,12.75,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2009,14.36,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2009,15.37,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2009,13.32,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2010,14.1,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2010,14.68,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2010,13.51,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2011,13.62,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2011,13.82,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2011,13.41,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2012,13.79,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2012,14.06,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2012,13.5,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2013,13.48,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2013,13.55,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2013,13.4,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2014,13.9,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2014,14.38,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2014,13.39,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2015,13.82,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2015,14.29,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2015,13.33,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2016,13.5,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2016,14.07,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2016,12.89,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2017,12.58,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2017,13.03,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2017,12.11,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2018,12.84,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2018,13.37,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2018,12.27,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2019,12.36,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2019,13,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2019,11.67,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Total,2020,17.93,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Male,2020,19.11,,,Repository: ILO-STATISTICS - Micro data processing
Canada,"Share of youth not in employment, education or training (NEET) by sex (%)",CAN - LFS - Labour Force Survey,Sex: Female,2020,16.67,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2003,7.28,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2003,6.92,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2003,7.65,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2004,6.59,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2004,6.64,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2004,6.53,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2005,7.21,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2005,7.2,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2005,7.21,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2006,7.18,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2006,7.26,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2006,7.1,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2007,6.23,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2007,6.4,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2007,6.06,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2008,6.29,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2008,6.39,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2008,6.18,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2009,8.05,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2009,8.39,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2009,7.69,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2010,6.75,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2010,6.52,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2010,6.98,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2011,6.84,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2011,7.94,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2011,5.71,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2012,6.81,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2012,7.29,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2012,6.32,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2013,7.33,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2013,7.98,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2013,6.67,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2014,7.4,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2014,8.21,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2014,6.56,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2015,7.37,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2015,7.98,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2015,6.74,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2016,7.03,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2016,7.65,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2016,6.39,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2017,6.51,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2017,7.49,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2017,5.47,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2018,6.04,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2018,7.26,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2018,4.75,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Total,2019,6.2,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Male,2019,7.85,,,Repository: Eurostat special tabulation
Switzerland,"Share of youth not in employment, education or training (NEET) by sex (%)",CHE - LFS - EU Labour Force Survey,Sex: Female,2019,4.47,,,Repository: Eurostat special tabulation
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2010,19.19,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2010,14.44,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2010,24.49,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2011,19.18,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2011,14.08,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2011,24.77,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2012,17.88,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2012,13.42,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2012,22.84,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2013,18.32,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2013,14.13,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2013,22.87,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2014,18.64,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2014,14.21,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2014,23.65,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2015,19.17,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2015,15.36,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2015,23.59,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2016,17.1,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2016,13.82,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2016,20.9,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2017,16.53,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2017,13.78,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2017,19.71,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2018,15.86,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2018,13.26,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2018,18.92,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2019,16.51,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2019,13.99,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2019,19.36,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2020,20.87,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2020,19.31,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2020,22.48,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Total,2000,24.03,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Male,2000,17.55,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Female,2000,30.62,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Total,2003,20.54,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Male,2003,14.02,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Female,2003,27.31,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Total,2006,19.89,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Male,2006,14.43,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Female,2006,25.43,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Total,2009,23.2,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Male,2009,18.68,,,Repository: ILO-STATISTICS - Micro data processing
Chile,"Share of youth not in employment, education or training (NEET) by sex (%)",CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Sex: Female,2009,27.72,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Total,2012,12.67,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Male,2012,11.75,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Female,2012,13.49,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Total,2013,10.18,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Male,2013,7.22,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Female,2013,12.96,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Total,2016,36,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Male,2016,23.69,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Nationale sur la Situacion de l'Emploi,Sex: Female,2016,46.45,,,Repository: ILO-STATISTICS - Micro data processing
