ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): 25-29,Area type: National,2013,241.668,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2014,1561.431,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): 15-19,Area type: National,2014,433.57,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): 20-24,Area type: National,2014,537.899,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): 25-29,Area type: National,2014,589.962,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2014,915.238,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): 15-19,Area type: National,2014,249.809,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): 20-24,Area type: National,2014,316.518,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): 25-29,Area type: National,2014,348.911,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2014,646.193,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): 15-19,Area type: National,2014,183.761,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): 20-24,Area type: National,2014,221.381,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): 25-29,Area type: National,2014,241.051,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2015,1418.404,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): 15-19,Area type: National,2015,344.241,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): 20-24,Area type: National,2015,495.883,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Total,Age (Youth bands): 25-29,Area type: National,2015,578.28,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2015,860.268,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): 15-19,Area type: National,2015,203.63,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): 20-24,Area type: National,2015,308.72,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Male,Age (Youth bands): 25-29,Area type: National,2015,347.918,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2015,558.136,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): 15-19,Area type: National,2015,140.611,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): 20-24,Area type: National,2015,187.163,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BOL - HIES - Encuesta de Hogares,Sex: Female,Age (Youth bands): 25-29,Area type: National,2015,230.362,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2012,27143.6294,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2012,5510.2991,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 20-24,Area type: National,2012,10144.5021,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 25-29,Area type: National,2012,11488.8282,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2012,15829.0693,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 15-19,Area type: National,2012,3435.7746,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 20-24,Area type: National,2012,5858.2882,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 25-29,Area type: National,2012,6535.0065,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2012,11314.5601,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 15-19,Area type: National,2012,2074.5245,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 20-24,Area type: National,2012,4286.2139,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 25-29,Area type: National,2012,4953.8216,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2013,26557.0548,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2013,5312.7844,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 20-24,Area type: National,2013,9861.0034,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 25-29,Area type: National,2013,11383.2669,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2013,15462.119,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 15-19,Area type: National,2013,3293.4035,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 20-24,Area type: National,2013,5688.9494,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 25-29,Area type: National,2013,6479.7662,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2013,11094.9358,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 15-19,Area type: National,2013,2019.381,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 20-24,Area type: National,2013,4172.054,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 25-29,Area type: National,2013,4903.5008,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2014,26186.7102,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2014,5150.6184,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 20-24,Area type: National,2014,9606.3271,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 25-29,Area type: National,2014,11429.7647,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2014,15139.0046,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 15-19,Area type: National,2014,3185.7457,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 20-24,Area type: National,2014,5537.359,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 25-29,Area type: National,2014,6415.8998,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2014,11047.7057,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 15-19,Area type: National,2014,1964.8727,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 20-24,Area type: National,2014,4068.9681,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 25-29,Area type: National,2014,5013.8649,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2015,25077.7217,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2015,4688.5915,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 20-24,Area type: National,2015,9387.0519,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 25-29,Area type: National,2015,11002.0783,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2015,14575.9324,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 15-19,Area type: National,2015,2955.7259,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 20-24,Area type: National,2015,5435.0948,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 25-29,Area type: National,2015,6185.1116,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2015,10501.7893,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 15-19,Area type: National,2015,1732.8656,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 20-24,Area type: National,2015,3951.9571,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 25-29,Area type: National,2015,4816.9666,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2016,23523.9182,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2016,4035.0502,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 20-24,Area type: National,2016,8909.809,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 25-29,Area type: National,2016,10579.0591,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2016,13660.9108,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 15-19,Area type: National,2016,2534.7703,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 20-24,Area type: National,2016,5185.9377,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 25-29,Area type: National,2016,5940.2028,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2016,9863.0074,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 15-19,Area type: National,2016,1500.2798,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 20-24,Area type: National,2016,3723.8713,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 25-29,Area type: National,2016,4638.8563,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2017,23281.7311,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2017,3894.2652,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 20-24,Area type: National,2017,8979.0798,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 25-29,Area type: National,2017,10408.3861,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2017,13444.8237,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 15-19,Area type: National,2017,2419.0538,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 20-24,Area type: National,2017,5206.7623,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 25-29,Area type: National,2017,5819.0077,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2017,9836.9073,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 15-19,Area type: National,2017,1475.2114,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 20-24,Area type: National,2017,3772.3175,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 25-29,Area type: National,2017,4589.3785,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2018,23031.0899,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2018,3820.5907,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 20-24,Area type: National,2018,8990.9004,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 25-29,Area type: National,2018,10219.5988,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2018,13242.6974,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 15-19,Area type: National,2018,2351.5115,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 20-24,Area type: National,2018,5216.428,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Male,Age (Youth bands): 25-29,Area type: National,2018,5674.7579,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2018,9788.3925,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 15-19,Area type: National,2018,1469.0792,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 20-24,Area type: National,2018,3774.4724,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Female,Age (Youth bands): 25-29,Area type: National,2018,4544.8409,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2019,23151.8536,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (Youth bands): 15-19,Area type: National,2019,3784.2695,,,Repository: ILO-STATISTICS - Micro data processing
