"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BDI","Burundi","2014","2014",85.29008,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BDI","Burundi","2017","2017",91.03415,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BEN","Benin","2012","2012",52.49247,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BEN","Benin","2018","2018",60.94808,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2010","2010",96.03446,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2011","2011",96.54509,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2013","2013",97.22419,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2015","2015",97.94933,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2016","2016",98.00859,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2017","2017",97.98045,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLV","El Salvador","2018","2018",97.97372,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ROU","Romania","2011","2011",98.97622,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ROU","Romania","2018","2018",99.43968,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BFA","Burkina Faso","2014","2014",43.98583,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BFA","Burkina Faso","2018","2018",54.67,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COD","Democratic Republic of the Congo","2012","2012",76.6585,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COD","Democratic Republic of the Congo","2016","2016",79.71484,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TZA","United Republic of Tanzania","2010","2010",76.49114,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TZA","United Republic of Tanzania","2012","2012",87.1745,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TZA","United Republic of Tanzania","2015","2015",87.0131,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NIC","Nicaragua","2015","2015",89.64283,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHL","Chile","2011","2011",99.21439,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHL","Chile","2013","2013",99.00978,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHL","Chile","2015","2015",99.26754,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHL","Chile","2017","2017",99.00582,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2012","2012",79.4,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2013","2013",75.9,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2014","2014",85.5,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2016","2016",88.3,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IRQ","Iraq","2017","2017",92.1,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2010","2010",99.9506,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2011","2011",99.9441,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2012","2012",99.93675,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2013","2013",99.95247,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2014","2014",99.95699,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2015","2015",99.94278,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2016","2016",99.94048,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AZE","Azerbaijan","2017","2017",99.93805,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","EST","Estonia","2011","2011",99.93924,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","STP","Sao Tome and Principe","2012","2012",96.35088,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","STP","Sao Tome and Principe","2018","2018",97.85418,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2010","2010",98.22459,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2011","2011",98.70935,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2012","2012",99.01602,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2013","2013",99.22743,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2014","2014",99.35848,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2015","2015",99.49439,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2016","2016",99.62136,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TUR","Turkey","2017","2017",99.75087,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2010","2010",56.37127,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2011","2011",56.31502,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2015","2015",60.52549,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLI","Mali","2018","2018",57.83326,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SAU","Saudi Arabia","2013","2013",99.30072,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SAU","Saudi Arabia","2017","2017",99.32152,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2010","2010",99.27404,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2011","2011",99.367,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2012","2012",99.22708,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2013","2013",99.2749,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2014","2014",99.31944,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2015","2015",99.26786,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2016","2016",99.31307,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PSE","Palestine","2018","2018",99.38239,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GMB","Gambia","2013","2013",56.12098,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GMB","Gambia","2015","2015",64.44683,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2013","2013",90.30664,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2014","2014",92.68366,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2016","2016",94.80638,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","QAT","Qatar","2017","2017",94.0699,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DOM","Dominican Republic","2010","2010",95.7753,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DOM","Dominican Republic","2011","2011",96.09187,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DOM","Dominican Republic","2012","2012",96.32187,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DOM","Dominican Republic","2013","2013",96.7627,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DOM","Dominican Republic","2014","2014",97.35356,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DOM","Dominican Republic","2015","2015",97.22539,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","DOM","Dominican Republic","2016","2016",98.81259,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CIV","Côte d'Ivoire","2012","2012",48.30996,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CIV","Côte d'Ivoire","2014","2014",53.02069,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CIV","Côte d'Ivoire","2018","2018",58.42015,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TLS","Timor-Leste","2010","2010",80.48976,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TLS","Timor-Leste","2018","2018",82.45848,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MAC","China, Macao Special Administrative Region","2011","2011",99.65497,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MAC","China, Macao Special Administrative Region","2016","2016",99.72689,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZWE","Zimbabwe","2011","2011",90.9307,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZWE","Zimbabwe","2014","2014",90.42812,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRY","Paraguay","2010","2010",98.72882,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRY","Paraguay","2012","2012",98.10377,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRY","Paraguay","2013","2013",99.2046,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRY","Paraguay","2014","2014",98.46341,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRY","Paraguay","2015","2015",98.9689,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRY","Paraguay","2016","2016",98.70381,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRY","Paraguay","2018","2018",98.86784,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ITA","Italy","2011","2011",99.85103,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ITA","Italy","2018","2018",99.92,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2010","2010",98.35943,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2011","2011",98.6134,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2012","2012",98.62612,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2013","2013",98.56438,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2014","2014",98.30905,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2015","2015",98.63845,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2016","2016",98.8731,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2017","2017",98.56141,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2018","2018",98.60475,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ALB","Albania","2011","2011",98.73136,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ALB","Albania","2012","2012",99.37598,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ALB","Albania","2018","2018",99.05,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BLR","Belarus","2018","2018",99.83,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GTM","Guatemala","2012","2012",95.46641,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GTM","Guatemala","2013","2013",94.18228,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GTM","Guatemala","2014","2014",95.48186,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2012","2012",98.71934,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2014","2014",99.15706,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2015","2015",99.23967,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2016","2016",99.08887,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2017","2017",99.25598,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PER","Peru","2018","2018",99.0792,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ABW","Aruba","2010","2010",99.13841,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ABW","Aruba","2018","2018",99.5,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GHA","Ghana","2010","2010",83.23453,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GHA","Ghana","2018","2018",92.20855,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TON","Tonga","2011","2011",99.43703,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TON","Tonga","2018","2018",99.44112,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGR","Bulgaria","2011","2011",97.86505,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2011","2011",99.24663,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2012","2012",99.16245,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BOL","Bolivia (Plurinational State of)","2015","2015",99.39402,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2010","2010",99.68636,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2011","2011",99.74597,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2012","2012",99.70572,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2013","2013",99.64289,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2014","2014",99.68681,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2015","2015",99.69419,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2016","2016",99.60606,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ESP","Spain","2018","2018",99.7439,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SYC","Seychelles","2010","2010",98.58672,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SYC","Seychelles","2018","2018",98.56,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2011","2011",74.03429,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2012","2012",87.7834,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAR","Morocco","2018","2018",97.4,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2010","2010",74.26925,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2014","2014",78.78466,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2015","2015",72.49172,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2011","2011",96.88986,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",98.71199,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",98.44194,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2015","2015",38.77242,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2016","2016",30.79161,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GNB","Guinea-Bissau","2014","2014",71.25033,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRN","Iran (Islamic Republic of)","2012","2012",98.0144,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRN","Iran (Islamic Republic of)","2013","2013",97.7773,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRN","Iran (Islamic Republic of)","2014","2014",97.93787,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRN","Iran (Islamic Republic of)","2016","2016",98.10135,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2010","2010",99.76667,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2011","2011",99.88059,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2012","2012",99.89296,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2013","2013",99.90101,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2014","2014",99.90389,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2015","2015",99.83812,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2016","2016",99.94051,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2017","2017",99.94014,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SGP","Singapore","2018","2018",99.94237,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BTN","Bhutan","2012","2012",84.48774,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BTN","Bhutan","2017","2017",92.89112,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2013","2013",98.10835,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PHL","Philippines","2015","2015",99.0826,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2011","2011",77.98499,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2012","2012",77.83291,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2013","2013",85.52715,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2014","2014",85.55473,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2015","2015",87.88877,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2016","2016",92.24265,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2017","2017",92.95076,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2018","2018",93.29644,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2010","2010",76.65858,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2012","2012",81.12005,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2014","2014",83.8141,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2018","2018",84.32593,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CIV","Côte d'Ivoire","2012","2012",58.33263,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CIV","Côte d'Ivoire","2014","2014",59.12435,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CIV","Côte d'Ivoire","2018","2018",63.84492,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ERI","Eritrea","2018","2018",92.71403,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MYS","Malaysia","2010","2010",98.41871,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MYS","Malaysia","2016","2016",97.61447,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MYS","Malaysia","2017","2017",97.27256,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MYS","Malaysia","2018","2018",96.85033,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2014","2014",89.92461,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KHM","Cambodia","2015","2015",91.86412,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AFG","Afghanistan","2011","2011",46.99005,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AFG","Afghanistan","2018","2018",65.42055,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2011","2011",98.81486,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRC","Greece","2018","2018",99.16,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MMR","Myanmar","2016","2016",84.75116,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2010","2010",96.71617,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2011","2011",97.90999,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2012","2012",98.22743,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2013","2013",98.25204,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2014","2014",98.44697,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2015","2015",98.59586,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2016","2016",98.77936,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2017","2017",98.84128,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRA","Brazil","2018","2018",98.98358,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2010","2010",99.21416,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2011","2011",99.4467,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2012","2012",99.5905,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2013","2013",99.68914,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2014","2014",99.74698,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2015","2015",99.8061,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2016","2016",99.85979,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TUR","Turkey","2017","2017",99.90791,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KAZ","Kazakhstan","2010","2010",99.85091,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KAZ","Kazakhstan","2018","2018",99.85091,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDV","Maldives","2014","2014",99.43955,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDV","Maldives","2016","2016",99.08863,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BWA","Botswana","2013","2013",99.13954,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ZWE","Zimbabwe","2011","2011",89.59058,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ZWE","Zimbabwe","2014","2014",87.59186,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NGA","Nigeria","2018","2018",68.26263,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KGZ","Kyrgyzstan","2018","2018",99.69,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MHL","Marshall Islands","2011","2011",98.7567,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SEN","Senegal","2011","2011",66.03274,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SEN","Senegal","2013","2013",55.89594,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SEN","Senegal","2017","2017",69.47841,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2010","2010",98.65271,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2011","2011",98.69484,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2012","2012",98.83163,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2013","2013",98.60464,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2014","2014",99.09777,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2015","2015",99.1262,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2016","2016",99.05711,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2017","2017",99.25505,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TON","Tonga","2011","2011",99.36657,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TON","Tonga","2018","2018",99.34871,"‡","UIS Estimation"
